1059929683	20220824	202208	2022	2022.6411	IND	NEW DELHI	IND								NPL	KATHMANDU	NPL								1	020	020	02	1	3.0	3	1	3	0.66964285714286	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220824064500	https://www.prokerala.com/news/articles/a1338345.html
1059929684	20220824	202208	2022	2022.6411	IND	NEW DELHI	IND								NPL	KATHMANDU	NPL								1	020	020	02	1	3.0	1	1	1	0.66964285714286	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824064500	https://www.prokerala.com/news/articles/a1338345.html
1059929685	20220824	202208	2022	2022.6411	IND	NEW DELHI	IND								PAK	PAKISTAN	PAK								1	194	194	19	4	-10.0	5	1	5	-3.06513409961686	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220824064500	https://english.newstracklive.com/news/indian-air-force-sacks-3-officers-in-missile-firing-case-sc1-nu318-ta318-1246347-1.html
1059929686	20220824	202208	2022	2022.6411	IND	NEW DELHI	IND								PTY	PARTY PRESIDENT									1	036	036	03	1	4.0	2	1	2	1.58730158730158	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824064500	https://www.prokerala.com/news/articles/a1338336.html
1059929687	20220824	202208	2022	2022.6411	IND	NEW DELHI	IND								PTY	PARTY PRESIDENT									1	036	036	03	1	4.0	2	1	2	1.58730158730158	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20220824064500	https://www.prokerala.com/news/articles/a1338336.html
1059929688	20220824	202208	2022	2022.6411	IND	NEW DELHI	IND								PTY	PARTY PRESIDENT									1	036	036	03	1	4.0	2	1	2	1.58730158730158	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220824064500	https://www.prokerala.com/news/articles/a1338336.html
1059929689	20220824	202208	2022	2022.6411	INDCOP	ASSAM	IND					COP			MOS	IMAM				MOS					1	110	110	11	3	-2.0	5	1	5	-10.4651162790698	0								0								0								20220824064500	https://bharatshakti.in/assam-plans-anti-terror-drive-after-more-jihadi-modules-busted-cm-says-non-local-imams-to-be-verified/
1059929690	20220824	202208	2022	2022.6411	INDGOV	UTTAR PRADESH	IND					GOV													0	172	172	17	4	-5.0	2	1	2	-4.03726708074534	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20220824064500	https://www.prokerala.com/news/articles/a1338350.html
1059929691	20220824	202208	2022	2022.6411	IRN	IRAN	IRN																		0	016	016	01	1	-2.0	8	1	8	-4.45205479452055	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20220824064500	https://www.foxnews.com/world/us-carried-out-airstrikes-syria-targeting-iran-affiliated-groups
1059929692	20220824	202208	2022	2022.6411	IRN	IRAN	IRN																		0	016	016	01	1	-2.0	2	1	2	-4.45205479452055	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20220824064500	https://www.foxnews.com/world/us-carried-out-airstrikes-syria-targeting-iran-affiliated-groups
1059929693	20220824	202208	2022	2022.6411	IRQ	IRAQ	IRQ																		0	043	043	04	1	2.8	2	1	2	-4.48796409628723	1	Iraq	IZ	IZ		33	44	IZ	0								1	Iraq	IZ	IZ		33	44	IZ	20220824064500	https://www.usip.org/publications/2022/07/isis-problem-yesterday-today-and-tomorrow
1059929694	20220824	202208	2022	2022.6411	IRQ	BAGHDAD	IRQ								COP	SECURITY FORCE						COP			1	100	100	10	3	-5.0	3	1	3	-5.89519650655022	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20220824064500	https://www.prokerala.com/news/articles/a1338355.html
1059929695	20220824	202208	2022	2022.6411	IRQ	IRAQ	IRQ								IRQREF	IRAQI	IRQ					REF			0	013	013	01	1	0.4	3	1	3	-4.48796409628723	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824064500	https://www.usip.org/publications/2022/07/isis-problem-yesterday-today-and-tomorrow
1059929696	20220824	202208	2022	2022.6411	IRQ	IRAQ	IRQ								IRQREF	IRAQI	IRQ					REF			0	043	043	04	1	2.8	5	1	5	-4.48796409628723	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824064500	https://www.usip.org/publications/2022/07/isis-problem-yesterday-today-and-tomorrow
1059929697	20220824	202208	2022	2022.6411	IRQ	BAGHDAD	IRQ								LEG	PARLIAMENT						LEG			1	140	140	14	3	-6.5	8	1	8	-5.89519650655022	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20220824064500	https://www.prokerala.com/news/articles/a1338355.html
1059929698	20220824	202208	2022	2022.6411	IRQGOV	IRAQ	IRQ					GOV			IRQ	IRAQI	IRQ								0	013	013	01	1	0.4	2	1	2	-4.48796409628723	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824064500	https://www.usip.org/publications/2022/07/isis-problem-yesterday-today-and-tomorrow
1059929699	20220824	202208	2022	2022.6411	IRQREF	IRAQI	IRQ					REF			IRQ	IRAQI	IRQ								0	010	010	01	1	0.0	3	1	3	-4.48796409628723	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824064500	https://www.usip.org/publications/2022/07/isis-problem-yesterday-today-and-tomorrow
1059929700	20220824	202208	2022	2022.6411	IRQREF	IRAQI	IRQ					REF			IRQ	IRAQ	IRQ								0	042	042	04	1	1.9	5	1	5	-4.48796409628723	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220824064500	https://www.usip.org/publications/2022/07/isis-problem-yesterday-today-and-tomorrow
1059929701	20220824	202208	2022	2022.6411	ITA	SICILY	ITA								GOV	PRIME MINISTER						GOV			1	043	043	04	1	2.8	10	1	10	-2.29746070133011	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220824064500	https://www.maltatoday.com.mt/comment/editorial/118426/remote_governing_does_abela_have_a_trust_issue
1059929702	20220824	202208	2022	2022.6411	ITA	ITALY	ITA								MIL	SERVICEWOMAN						MIL			1	112	112	11	3	-2.0	10	1	10	-5.41871921182266	4	Pordenone, Friuli-Venezia Giulia, Italy	IT	IT06	18417	45.9639	12.6575	-125476	4	Pordenone, Friuli-Venezia Giulia, Italy	IT	IT06	18417	45.9639	12.6575	-125476	4	Pordenone, Friuli-Venezia Giulia, Italy	IT	IT06	18417	45.9639	12.6575	-125476	20220824064500	https://www.prokerala.com/news/articles/a1338354.html
1059929703	20220824	202208	2022	2022.6411	ITA	POMPEII	ITA								PTY	POLITICIAN									1	090	090	09	2	-2.0	6	1	6	1.14942528735633	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824064500	https://www.playbill.com/article/pompeii-rising-concert-starring-heath-saunders-presented-august-24
1059929704	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN																		0	010	010	01	1	0.0	2	1	2	-1.2366034624897	5	Tokushima, Tokushima, Japan	JA	JA39	36260	33.9218	134.237	-246216	0								5	Tokushima, Tokushima, Japan	JA	JA39	36260	33.9218	134.237	-246216	20220824064500	https://www.washingtonpost.com/world/2022/08/24/how-to-bring-pet-cat-japan-guide/
1059929705	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN																		0	020	020	02	1	3.0	10	1	10	-1.2366034624897	5	Tokushima, Tokushima, Japan	JA	JA39	36260	33.9218	134.237	-246216	0								5	Tokushima, Tokushima, Japan	JA	JA39	36260	33.9218	134.237	-246216	20220824064500	https://www.washingtonpost.com/world/2022/08/24/how-to-bring-pet-cat-japan-guide/
1059929706	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN								CVL	TOURIST						CVL			1	172	172	17	4	-5.0	10	1	10	-4.61538461538461	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220824064500	https://www3.nhk.or.jp/nhkworld/en/news/20220824_17/
1059929707	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN								USA	UNITED STATES	USA								1	061	061	06	2	6.4	10	1	10	-1.2366034624897	5	Tokushima, Tokushima, Japan	JA	JA39	36260	33.9218	134.237	-246216	5	Tokushima, Tokushima, Japan	JA	JA39	36260	33.9218	134.237	-246216	5	Tokushima, Tokushima, Japan	JA	JA39	36260	33.9218	134.237	-246216	20220824064500	https://www.washingtonpost.com/world/2022/08/24/how-to-bring-pet-cat-japan-guide/
1059929708	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD													1	016	016	01	1	-2.0	2	1	2	-7.82222222222222	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	0								3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929709	20220824	202208	2022	2022.6411	JUD	SUPREME COURT						JUD													0	020	020	02	1	3.0	5	1	5	-1.49094781682641	1	Thailand	TH	TH		15	100	TH	0								1	Thailand	TH	TH		15	100	TH	20220824064500	https://www.mondaq.com/contracts-and-commercial-law/1223908/enforcing-indemnification-clauses-in-thailand
1059929710	20220824	202208	2022	2022.6411	JUD	HIGH COURT						JUD													0	060	060	06	2	6.0	10	1	10	-3.00500834724541	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20220824064500	https://www.theepochtimes.com/despite-losing-the-vaccine-mandate-case-australian-police-officer-is-a-true-hero_4684895.html
1059929711	20220824	202208	2022	2022.6411	JUD	SUPREME COURT						JUD													0	1043	104	10	3	-5.0	5	1	5	-1.49094781682641	1	Thailand	TH	TH		15	100	TH	0								1	Thailand	TH	TH		15	100	TH	20220824064500	https://www.mondaq.com/contracts-and-commercial-law/1223908/enforcing-indemnification-clauses-in-thailand
1059929712	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD													0	112	112	11	3	-2.0	10	1	10	-7.82222222222222	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	0								3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929713	20220824	202208	2022	2022.6411	JUD	PROSECUTOR						JUD			AFG	AFGHANISTAN	AFG								0	010	010	01	1	0.0	2	1	2	-12.0553359683794	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20220824064500	https://www.theepochtimes.com/afghan-refugee-faces-murder-charge-in-3rd-muslim-killing_4682575.html
1059929714	20220824	202208	2022	2022.6411	JUD	PROSECUTOR						JUD			AFG	AFGHANISTAN	AFG								0	010	010	01	1	0.0	2	1	2	-12.0553359683794	1	Mexico	MX	MX		23	-102	MX	1	Afghanistan	AF	AF		33	66	AF	1	Mexico	MX	MX		23	-102	MX	20220824064500	https://www.theepochtimes.com/afghan-refugee-faces-murder-charge-in-3rd-muslim-killing_4682575.html
1059929715	20220824	202208	2022	2022.6411	JUD	PROSECUTOR						JUD			AFG	AFGHANISTAN	AFG								0	173	173	17	4	-5.0	2	1	2	-12.0553359683794	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20220824064500	https://www.theepochtimes.com/afghan-refugee-faces-murder-charge-in-3rd-muslim-killing_4682575.html
1059929716	20220824	202208	2022	2022.6411	JUD	PROSECUTOR						JUD			AFG	AFGHANISTAN	AFG								0	173	173	17	4	-5.0	1	1	1	-12.0553359683794	1	Mexico	MX	MX		23	-102	MX	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20220824064500	https://www.theepochtimes.com/afghan-refugee-faces-murder-charge-in-3rd-muslim-killing_4682575.html
1059929717	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD			AUS	AUSTRALIA	AUS								0	100	100	10	3	-5.0	1	1	1	-3.00500834724541	4	Good Friday, New South Wales, Australia	AS	AS02	5096	-30.8152	152.751	11363699	4	Good Friday, New South Wales, Australia	AS	AS02	5096	-30.8152	152.751	11363699	4	Good Friday, New South Wales, Australia	AS	AS02	5096	-30.8152	152.751	11363699	20220824064500	https://www.theepochtimes.com/despite-losing-the-vaccine-mandate-case-australian-police-officer-is-a-true-hero_4684895.html
1059929718	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD			AUSGOV	AUSTRALIA	AUS					GOV			0	100	100	10	3	-5.0	1	1	1	-3.00500834724541	4	Good Friday, New South Wales, Australia	AS	AS02	5096	-30.8152	152.751	11363699	4	Good Friday, New South Wales, Australia	AS	AS02	5096	-30.8152	152.751	11363699	4	Good Friday, New South Wales, Australia	AS	AS02	5096	-30.8152	152.751	11363699	20220824064500	https://www.theepochtimes.com/despite-losing-the-vaccine-mandate-case-australian-police-officer-is-a-true-hero_4684895.html
1059929719	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD			GOV	KING						GOV			0	100	100	10	3	-5.0	2	1	2	-3.00500834724541	4	Good Friday, New South Wales, Australia	AS	AS02	5096	-30.8152	152.751	11363699	4	Good Friday, New South Wales, Australia	AS	AS02	5096	-30.8152	152.751	11363699	4	Good Friday, New South Wales, Australia	AS	AS02	5096	-30.8152	152.751	11363699	20220824064500	https://www.theepochtimes.com/despite-losing-the-vaccine-mandate-case-australian-police-officer-is-a-true-hero_4684895.html
1059929720	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD			MED	MEDIA						MED			0	040	040	04	1	1.0	6	1	6	-7.82222222222222	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929721	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD			MED	MEDIA						MED			0	040	040	04	1	1.0	1	1	1	-7.82222222222222	3	Tulare County, California, United States	US	USCA	CA107	36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	3	Porterville, California, United States	US	USCA	CA107	36.0652	-119.017	1652779	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929722	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD			MED	MEDIA						MED			0	040	040	04	1	1.0	1	1	1	-7.82222222222222	3	Tulare County, California, United States	US	USCA	CA107	36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	3	Tulare County, California, United States	US	USCA		36.2666	-118.801	277318	20220824064500	https://www.visaliatimesdelta.com/story/news/2022/08/23/murder-charges-dismissed-porterville-library-case/7872940001/
1059929723	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD			UAF	TERRORIST						UAF			0	010	010	01	1	0.0	7	1	7	-10.8024691358025	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220824064500	http://www.hngn.com/articles/243995/20220824/2-suspects-receive-guilty-verdicts-plotting-kidnap-michigan-gov-gretchen.htm
1059929724	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD			UAF	TERRORIST						UAF			0	010	010	01	1	0.0	3	1	3	-10.8024691358025	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824064500	http://www.hngn.com/articles/243995/20220824/2-suspects-receive-guilty-verdicts-plotting-kidnap-michigan-gov-gretchen.htm
1059929725	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD			USA	UNITED STATES	USA								0	040	040	04	1	1.0	3	1	3	-10.8024691358025	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220824064500	http://www.hngn.com/articles/243995/20220824/2-suspects-receive-guilty-verdicts-plotting-kidnap-michigan-gov-gretchen.htm
1059929726	20220824	202208	2022	2022.6411	JUDJUD	JUDGE						JUD	JUD												1	016	016	01	1	-2.0	10	1	10	-0.6060606060606	0								0								0								20220824064500	https://www.countypress.co.uk/news/20717709.no-trial-isle-wight-cannabis-cancard-holder/
1059929727	20220824	202208	2022	2022.6411	KEN	KENYA	KEN								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	2	1	2	9.25925925925926	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220824064500	https://allafrica.com/stories/202208240035.html
1059929728	20220824	202208	2022	2022.6411	KEN	KENYA	KEN								GOV	AMBASSADOR						GOV			1	043	043	04	1	2.8	2	1	2	9.25925925925926	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	1	Serbia	RI	RI		44	21	RI	20220824064500	https://allafrica.com/stories/202208240035.html
1059929729	20220824	202208	2022	2022.6411	KEN	KENYA	KEN								KENGOV	KENYA	KEN					GOV			1	043	043	04	1	2.8	2	1	2	9.25925925925926	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220824064500	https://allafrica.com/stories/202208240035.html
1059929730	20220824	202208	2022	2022.6411	KEN	KENYA	KEN								SCGSRB	SERBIA	SRB								1	030	030	03	1	4.0	2	1	2	9.25925925925926	1	Serbia	RI	RI		44	21	RI	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	1	Serbia	RI	RI		44	21	RI	20220824064500	https://allafrica.com/stories/202208240035.html
1059929731	20220824	202208	2022	2022.6411	KEN	KENYA	KEN								SCGSRB	SERBIA	SRB								1	030	030	03	1	4.0	2	1	2	9.25925925925926	1	Serbia	RI	RI		44	21	RI	1	Serbia	RI	RI		44	21	RI	1	Serbia	RI	RI		44	21	RI	20220824064500	https://allafrica.com/stories/202208240035.html
1059929732	20220824	202208	2022	2022.6411	KENGOV	KENYA	KEN					GOV			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	2	1	2	9.25925925925926	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220824064500	https://allafrica.com/stories/202208240035.html
1059929733	20220824	202208	2022	2022.6411	KENGOV	KENYA	KEN					GOV			KEN	KENYA	KEN								1	042	042	04	1	1.9	2	1	2	9.25925925925926	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220824064500	https://allafrica.com/stories/202208240035.html
1059929734	20220824	202208	2022	2022.6411	KHM	CAMBODIA	KHM																		1	036	036	03	1	4.0	2	1	2	2.54706533776301	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	0								4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20220824064500	https://www.phnompenhpost.com/lifestyle/traditional-palm-leaf-boxes-helping-reduce-plastic-use
1059929735	20220824	202208	2022	2022.6411	KHM	CAMBODIA	KHM								NGODEVAGR	HEIFER INTERNATIONAL						NGO	DEV	AGR	1	050	050	05	1	3.5	4	1	4	3.2183908045977	4	Kandal, KâóSpoe, Cambodia	CB	CB04	12362	11.7152	103.816	-1026826	4	Kandal, KâóSpoe, Cambodia	CB	CB04	12362	11.7152	103.816	-1026826	4	Kandal, KâóSpoe, Cambodia	CB	CB04	12362	11.7152	103.816	-1026826	20220824064500	https://www.phnompenhpost.com/business/tech-firm-investors-team-digital-agri-goods-platform
1059929736	20220824	202208	2022	2022.6411	KOR	SOUTH KOREA	KOR								CHN	CHINA	CHN								1	020	020	02	1	3.0	2	1	2	-7.31707317073172	4	Langya, Sichuan, China	CH	CH32	13003	30.6965	106.954	-1914063	4	Langya, Sichuan, China	CH	CH32	13003	30.6965	106.954	-1914063	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20220824064500	https://www.prokerala.com/news/articles/a1338322.html
1059929737	20220824	202208	2022	2022.6411	KOR	SEOUL	KOR								CHN	CHINA	CHN								1	020	020	02	1	3.0	4	1	4	-7.31707317073172	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Langya, Sichuan, China	CH	CH32	13003	30.6965	106.954	-1914063	4	Langya, Sichuan, China	CH	CH32	13003	30.6965	106.954	-1914063	20220824064500	https://www.prokerala.com/news/articles/a1338322.html
1059929738	20220824	202208	2022	2022.6411	KOR	SEOUL	KOR								CHN	CHINA	CHN								1	020	020	02	1	3.0	4	1	4	-7.31707317073172	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Langya, Sichuan, China	CH	CH32	13003	30.6965	106.954	-1914063	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20220824064500	https://www.prokerala.com/news/articles/a1338322.html
1059929739	20220824	202208	2022	2022.6411	KOR	SOUTH KOREA	KOR								CHN	CHINA	CHN								1	150	150	15	4	-7.2	2	1	2	-7.31707317073172	4	Langya, Sichuan, China	CH	CH32	13003	30.6965	106.954	-1914063	4	Langya, Sichuan, China	CH	CH32	13003	30.6965	106.954	-1914063	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20220824064500	https://www.prokerala.com/news/articles/a1338322.html
1059929740	20220824	202208	2022	2022.6411	KOR	SEOUL	KOR								CHN	CHINA	CHN								1	150	150	15	4	-7.2	8	1	8	-7.31707317073172	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Langya, Sichuan, China	CH	CH32	13003	30.6965	106.954	-1914063	4	Langya, Sichuan, China	CH	CH32	13003	30.6965	106.954	-1914063	20220824064500	https://www.prokerala.com/news/articles/a1338322.html
1059929741	20220824	202208	2022	2022.6411	KOR	SOUTH KOREA	KOR								PRK	NORTH KOREA	PRK								1	013	013	01	1	0.4	2	1	2	-7.31707317073172	4	Langya, Sichuan, China	CH	CH32	13003	30.6965	106.954	-1914063	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20220824064500	https://www.prokerala.com/news/articles/a1338322.html
1059929742	20220824	202208	2022	2022.6411	LAB	EMPLOYEE						LAB			BUS	BUSINESS						BUS			0	020	020	02	1	3.0	3	1	3	-9.87394957983192	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824064500	https://www.shorenewsnetwork.com/2022/08/24/cumberland-police-blotter-heres-whats-happening-3/
1059929743	20220824	202208	2022	2022.6411	LAB	EMPLOYEE						LAB			BUS	BUSINESS						BUS			0	040	040	04	1	1.0	3	1	3	-9.87394957983192	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824064500	https://www.shorenewsnetwork.com/2022/08/24/cumberland-police-blotter-heres-whats-happening-3/
1059929744	20220824	202208	2022	2022.6411	LAB	EMPLOYEE						LAB			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-9.87394957983192	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824064500	https://www.shorenewsnetwork.com/2022/08/24/cumberland-police-blotter-heres-whats-happening-3/
1059929745	20220824	202208	2022	2022.6411	LAB	EMPLOYEE						LAB			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-9.87394957983192	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824064500	https://www.shorenewsnetwork.com/2022/08/24/cumberland-police-blotter-heres-whats-happening-3/
1059929746	20220824	202208	2022	2022.6411	LEG	CONGRESS						LEG													1	051	051	05	1	3.4	4	1	4	-0.76335877862595	4	Asansol, West Bengal, India	IN	IN28	17946	23.6833	86.9833	-2089190	0								4	Asansol, West Bengal, India	IN	IN28	17946	23.6833	86.9833	-2089190	20220824064500	https://www.prokerala.com/news/articles/a1338344.html
